CustomerID,Age,Family,Experience,EducUnder,EducGrad,EducProf,Income,CCAvg,Mortgage,Security,Credit,Online,Loan
40,38,4,13,0,0,1,80,0.7,285,0,0,1,0
41,57,3,32,0,0,1,84,1.6,0,1,0,0,0
42,34,3,9,1,0,0,60,2.3,0,0,0,0,0
43,32,4,7,0,1,0,132,1.1,412,0,0,1,1
44,39,1,15,1,0,0,45,0.7,0,0,0,1,0
45,46,1,20,1,0,0,104,5.7,0,0,1,1,0
46,57,4,31,1,0,0,52,2.5,0,0,1,0,0
47,39,3,14,0,1,0,43,0.7,153,0,0,1,0
48,37,4,12,0,0,1,194,0.2,211,1,1,1,1
49,56,2,26,0,0,1,81,4.5,0,0,1,0,0
50,40,1,16,1,0,0,49,1.8,0,0,1,0,0
51,32,4,8,0,1,0,8,0.7,0,1,0,1,0
52,61,1,37,1,0,0,131,2.9,0,0,0,1,0
53,30,1,6,1,0,0,72,0.1,207,0,0,0,0
54,50,3,26,0,0,1,190,2.1,240,0,0,1,1
55,29,1,5,0,0,1,44,0.2,0,0,0,1,0
56,41,2,17,1,0,0,139,8,0,0,0,1,0
57,55,3,30,0,1,0,29,0.1,0,1,0,1,0
58,56,2,31,0,0,1,131,1.2,0,0,0,0,1
59,28,2,2,1,0,0,93,0.2,0,0,0,0,0
60,31,2,5,1,0,0,188,4.5,455,0,0,0,0
61,49,3,24,0,1,0,39,1.7,0,1,0,1,0
62,47,1,21,1,0,0,125,5.7,112,1,0,0,0
63,42,1,18,1,0,0,22,1,0,0,0,0,0
64,42,4,17,0,1,0,32,0,0,0,0,1,0
65,47,2,23,1,0,0,105,3.3,0,0,0,0,0
66,59,1,35,1,0,0,131,3.8,0,0,1,1,0
67,62,2,36,1,0,0,105,2.8,336,0,0,0,0
68,53,4,23,0,0,1,45,2,132,1,0,0,0
69,47,3,21,1,0,0,60,2.1,0,0,1,1,0
70,53,4,29,1,0,0,20,0.2,0,0,0,1,0
71,42,1,18,1,0,0,115,3.5,0,0,1,0,0
72,53,4,29,0,1,0,69,1,0,0,0,1,0
73,44,1,20,1,0,0,130,5,0,0,1,0,0
74,41,1,16,0,0,1,85,4,0,0,1,1,0
75,28,2,3,1,0,0,135,3.3,0,0,1,0,0
76,31,4,7,0,1,0,135,3.8,0,0,1,1,1
77,58,3,32,0,0,1,12,0.3,0,0,0,0,0
78,46,3,20,0,1,0,29,0.5,0,0,0,0,0
79,54,2,30,0,0,1,133,2.6,0,0,0,0,1
80,50,2,26,1,0,0,19,0.4,118,0,0,1,0
81,60,4,36,1,0,0,41,1.3,174,0,1,1,0
82,47,3,22,0,1,0,40,2.7,0,0,0,1,0
83,41,1,16,0,0,1,82,4,0,0,0,1,0
84,33,1,9,0,1,0,50,2.4,0,0,0,0,0
85,46,1,22,0,0,1,18,0.9,0,0,0,1,0
86,27,4,2,0,0,1,109,1.8,0,0,0,0,0
87,40,4,16,0,1,0,42,2.2,126,0,0,0,0
88,48,3,22,1,0,0,78,1.1,0,0,0,1,0
89,65,2,41,1,0,0,51,1.1,0,0,0,1,0
90,25,4,-1,0,0,1,113,2.3,0,0,1,0,0
91,55,4,30,0,1,0,118,5.6,0,0,0,1,1
92,35,4,10,0,0,1,29,1.1,0,0,0,1,0
93,43,3,19,0,1,0,34,0.6,0,0,0,0,0
94,60,2,34,0,0,1,64,1.7,236,1,0,1,0
95,65,1,39,1,0,0,121,2,0,0,0,0,0
96,38,4,12,0,0,1,48,0.2,0,0,0,1,0
97,41,1,15,1,0,0,80,5.2,0,0,0,0,0
98,54,1,28,1,0,0,161,2.9,0,0,0,1,0
99,49,1,23,1,0,0,94,0.3,0,0,0,1,0
100,66,3,41,0,0,1,15,0.1,0,0,0,1,0
101,48,1,23,1,0,0,74,1.2,0,0,0,1,0
102,61,3,36,0,1,0,30,1.3,0,0,0,0,0
103,53,3,23,0,0,1,44,1,198,0,1,1,0
104,43,2,18,0,1,0,22,0.3,0,0,0,1,0
105,56,4,32,1,0,0,38,1.3,166,0,1,1,0
106,24,3,0,0,1,0,35,0.1,0,1,0,1,0
107,43,4,17,1,0,0,69,2.9,0,0,1,1,0
108,42,1,18,1,0,0,43,0.7,136,0,0,0,0
109,33,1,7,0,0,1,32,0.6,166,0,0,1,0
110,43,1,17,1,0,0,49,2.8,0,0,0,1,0
111,41,3,14,0,1,0,9,1,0,0,0,0,0
112,62,4,38,0,1,0,45,1.3,0,0,0,1,0
113,40,3,15,1,0,0,82,1,309,0,0,0,0
114,58,2,34,1,0,0,92,2.8,103,0,0,0,0
115,39,3,14,0,0,1,39,0.5,0,0,0,1,0
116,65,3,40,0,1,0,81,1.8,0,0,0,1,0
117,54,1,29,0,1,0,35,1.5,0,0,0,1,0
118,58,2,33,0,0,1,61,2.3,193,0,0,1,0
119,41,3,16,1,0,0,73,3,0,0,0,1,0
120,32,1,7,1,0,0,112,4.6,366,0,0,0,0
121,54,2,29,0,0,1,12,0.2,0,0,0,1,0
122,52,3,26,0,0,1,38,0.9,0,0,0,1,0
123,58,2,32,0,1,0,73,0.7,0,0,1,1,0
124,37,1,13,0,1,0,84,3.6,0,1,0,0,0
125,39,4,15,1,0,0,78,2.4,118,0,0,1,0
126,60,3,35,1,0,0,80,0.5,0,0,0,1,0
127,31,2,5,1,0,0,115,1.3,101,0,1,1,0
128,34,1,8,0,1,0,82,2.7,251,0,0,1,0
129,38,2,14,1,0,0,74,0,0,1,0,1,0
130,41,3,16,0,0,1,70,0.5,0,0,1,0,0
131,28,3,4,1,0,0,81,1.5,276,0,0,1,0
132,58,4,34,0,1,0,149,7.2,0,0,1,1,1
133,31,2,1,0,0,1,51,1.75,0,0,0,0,0
134,30,3,4,0,1,0,39,1.1,0,0,0,1,0
135,53,3,29,0,1,0,98,1.8,0,0,0,0,0
136,58,4,33,1,0,0,45,2.1,0,0,1,1,0
137,59,4,32,0,1,0,49,2.5,0,0,0,1,0
138,49,2,25,1,0,0,128,0.4,0,0,0,0,0
139,59,3,34,1,0,0,42,1.5,0,1,1,0,0
140,59,1,35,0,0,1,18,1.2,0,0,0,1,0
141,51,2,25,0,0,1,31,0.4,161,0,1,1,0
142,35,3,11,1,0,0,58,2,149,0,1,1,0
143,33,1,9,0,0,1,48,2.1,0,0,1,0,0
144,25,4,1,1,0,0,54,1.6,0,0,1,1,0
145,49,2,23,0,1,0,70,1.5,0,0,0,0,0
146,59,1,35,1,0,0,124,7.4,0,0,1,0,0
147,46,1,19,0,1,0,84,2.666666667,0,0,1,1,0
148,50,4,25,0,0,1,83,3.6,188,0,0,1,0
149,52,2,28,1,0,0,163,0.4,116,0,0,1,0
150,48,3,22,0,1,0,42,2.2,0,0,0,0,0
151,46,2,22,1,0,0,118,7.5,0,0,1,1,0
152,26,3,0,0,0,1,132,6.5,0,0,1,0,1
153,57,1,32,1,0,0,24,1.3,0,0,1,1,0
154,60,2,36,1,0,0,22,1,0,1,1,1,0
155,54,4,29,0,0,1,58,1.3,0,0,0,0,0
156,24,4,0,1,0,0,60,1.6,0,0,0,1,0
157,26,4,0,1,0,0,15,0.4,0,0,1,0,0
158,41,4,17,1,0,0,83,2.666666667,0,0,1,1,0
159,32,2,6,0,0,1,79,1.5,0,0,1,1,0
160,61,4,35,0,1,0,41,1.7,0,1,0,1,0
161,29,4,0,0,0,1,134,6.5,0,0,0,0,1
162,61,2,35,1,0,0,80,2.8,0,0,0,1,0
163,38,1,12,1,0,0,52,2,0,0,0,0,0
164,28,4,4,1,0,0,70,2.6,0,0,0,1,0
165,53,2,27,1,0,0,92,1.1,0,1,0,0,0
166,27,1,1,1,0,0,43,1.5,0,0,0,1,0
167,25,3,1,0,1,0,21,1,0,0,0,0,0
168,33,3,9,0,0,1,23,0.9,0,0,1,1,0
169,50,4,26,1,0,0,13,1,0,0,0,1,0
170,27,4,1,0,0,1,112,2.1,0,0,1,0,0
171,27,2,1,1,0,0,138,2,0,0,0,1,0
172,52,3,28,1,0,0,11,0.4,0,1,0,0,0
173,38,2,13,1,0,0,171,7.8,0,0,0,1,0
174,58,4,34,1,0,0,42,1.5,0,0,1,1,0
175,42,2,17,0,1,0,168,7.9,0,0,0,1,1
176,45,4,20,0,1,0,85,1.1,0,1,0,1,0
177,52,3,25,0,1,0,44,1,135,0,0,1,0
178,29,4,3,0,1,0,65,1.8,244,0,0,0,0
179,53,4,29,1,0,0,24,0.2,0,0,1,1,0
180,62,1,37,1,0,0,11,0.1,0,0,0,1,0
181,51,2,27,0,0,1,38,1,164,0,0,1,0
182,36,4,12,0,1,0,10,0.7,81,0,0,0,0
183,24,1,0,1,0,0,135,1.5,0,0,0,1,0
184,29,3,3,1,0,0,148,4.1,0,0,0,1,1
185,52,2,26,0,1,0,63,1.5,0,1,0,1,0
186,39,1,14,0,0,1,115,1,0,0,0,1,0
187,48,1,23,1,0,0,45,0.3,0,0,1,1,0
188,46,3,21,0,0,1,159,1.9,315,0,0,1,1
189,64,2,40,1,0,0,169,2.1,122,0,0,1,0
190,55,2,29,1,0,0,112,1.4,0,0,0,1,0
191,60,1,36,1,0,0,93,4.3,0,0,0,1,0
192,51,1,25,0,0,1,29,0.3,140,0,0,0,0
193,50,1,23,0,1,0,85,2.666666667,0,0,0,1,0
194,48,4,24,1,0,0,21,0.6,0,0,1,1,0
195,53,2,29,1,0,0,144,6.8,0,0,0,1,0
196,34,4,10,1,0,0,13,1,95,1,0,1,0
197,48,1,24,1,0,0,165,5,0,0,1,0,0
198,55,4,31,1,0,0,9,0.7,89,0,0,1,0
199,27,4,3,1,0,0,59,0,90,1,0,1,0
200,36,1,11,0,0,1,158,5.1,0,0,1,1,1
201,32,1,6,0,0,1,29,1.9,0,0,1,1,0
202,35,2,9,0,0,1,20,1.4,0,0,1,1,0
203,30,4,3,0,1,0,68,2,0,0,0,1,0
204,58,4,34,1,0,0,65,2.2,0,0,0,1,0
205,56,2,31,0,1,0,61,1.9,105,0,0,0,0
206,38,4,12,0,1,0,91,1.4,100,0,1,0,0
207,49,1,25,1,0,0,31,1,0,1,0,1,0
208,34,4,10,0,1,0,71,0.1,0,0,0,0,0
209,40,4,16,1,0,0,73,2.666666667,0,0,1,1,0
210,64,4,39,1,0,0,172,3.1,282,0,1,1,1
211,51,2,26,1,0,0,20,0,0,0,0,0,0
212,44,1,18,1,0,0,55,0.2,0,0,0,0,0
213,46,2,22,1,0,0,69,1.7,209,0,0,0,0
214,57,1,33,1,0,0,155,7.4,0,0,0,1,0
215,54,1,28,0,1,0,94,1.9,0,0,0,0,0
216,38,2,14,1,0,0,92,0,249,0,1,1,0
217,27,2,3,1,0,0,125,0.6,0,0,0,0,0
218,39,3,14,1,0,0,74,3,0,0,0,0,0
219,44,3,20,0,0,1,72,0.3,0,0,0,1,0
220,56,1,30,0,0,1,61,2.2,0,0,1,1,0
221,32,2,6,1,0,0,25,0.3,0,0,1,0,0
222,45,2,19,0,1,0,83,1.7,0,0,0,1,0
223,26,3,2,1,0,0,104,2.5,0,0,0,0,0
224,55,3,25,0,0,1,41,1,0,0,0,1,0
225,52,4,27,0,0,1,58,1.8,91,0,0,0,0
226,39,1,13,0,0,1,93,1.5,0,0,1,0,0
227,24,2,-1,0,1,0,39,1.7,0,0,0,0,0
228,47,2,23,1,0,0,148,7.5,0,0,1,1,0
229,47,4,22,0,0,1,53,1.9,98,1,1,0,0
230,48,2,24,1,0,0,71,1.7,145,0,1,0,0
231,47,1,22,0,1,0,92,2.8,0,0,0,1,0
232,35,4,10,0,0,1,61,2.1,0,0,0,1,0
233,46,3,19,0,1,0,38,2.5,135,0,0,0,0
234,62,4,37,1,0,0,58,1.7,0,0,0,1,0
235,26,1,1,0,1,0,80,0.8,150,0,0,0,0
236,38,4,8,0,0,1,71,1.8,0,0,0,1,0
237,43,3,18,0,0,1,89,0.5,0,0,1,1,0
238,62,1,38,0,0,1,83,1.8,0,0,0,1,0
239,57,3,32,1,0,0,28,0.2,0,0,1,1,0
240,28,4,3,0,1,0,52,1.7,0,0,0,0,0
241,51,1,26,1,0,0,70,1.2,169,0,0,0,0
242,48,1,22,0,0,1,71,1.4,0,0,1,0,0
243,41,1,16,0,0,1,75,3.7,280,0,0,0,0
244,65,3,39,0,0,1,170,7.9,99,0,0,1,1
245,41,4,17,1,0,0,78,0.8,78,0,0,1,0
246,35,2,11,0,1,0,25,1,0,0,0,0,0
247,38,2,14,0,0,1,60,0.6,0,0,1,1,0
248,53,4,29,0,1,0,120,2.7,111,1,0,1,1
249,55,2,29,1,0,0,99,1.4,264,0,1,1,0
250,26,3,1,0,0,1,55,2.6,113,0,1,0,0
251,30,3,6,0,1,0,29,1,117,0,0,0,0
252,54,2,28,0,1,0,170,6.2,325,0,0,1,1
253,65,3,40,1,0,0,53,2.2,0,0,1,0,0
254,47,1,21,1,0,0,138,0,0,0,0,0,0
255,65,3,41,0,0,1,134,3.9,121,0,0,1,1
256,66,2,40,0,0,1,42,0.7,138,0,1,0,0
257,26,4,0,0,0,1,99,2.3,0,0,1,0,0
258,66,3,41,1,0,0,18,0.5,0,0,1,0,0
259,35,4,9,1,0,0,24,0.3,0,0,0,1,0
260,56,1,30,1,0,0,55,1.4,77,0,0,1,0
261,51,1,27,1,0,0,58,0,0,0,1,0,0
262,42,2,16,0,0,1,111,1.2,251,0,0,1,1
263,49,1,23,0,0,1,33,0.3,0,0,1,1,0
264,27,4,1,0,1,0,74,1.8,112,0,1,1,0
265,45,2,19,1,0,0,38,0.7,0,0,0,0,0
266,49,4,23,0,0,1,23,0.6,98,1,0,0,0
267,63,2,38,1,0,0,61,1.5,0,0,0,1,0
268,47,1,22,1,0,0,81,2.9,138,0,0,0,0
269,64,1,39,1,0,0,129,2.5,0,0,0,1,0
270,43,1,13,0,0,1,33,0.75,0,0,0,0,0
271,60,4,36,1,0,0,63,2.2,0,0,0,1,0
272,40,4,14,0,1,0,70,1.4,0,0,0,1,0
273,29,4,3,1,0,0,45,0.2,158,0,1,1,0
274,41,3,16,0,0,1,65,0.5,0,0,0,1,0
275,30,4,5,1,0,0,74,2.2,0,1,1,0,0
276,49,4,24,0,0,1,50,1.8,0,1,0,0,0
277,30,4,5,0,0,1,22,0.5,109,0,0,1,0
278,29,4,2,0,0,1,30,1,0,0,0,0,0
279,50,4,26,1,0,0,21,1,0,0,0,1,0
280,39,2,14,1,0,0,155,3.9,0,0,0,1,0
281,33,4,8,0,0,1,64,2.1,164,0,0,1,0
282,57,4,31,0,0,1,65,2.6,0,0,1,0,0
283,34,4,9,0,0,1,71,0.7,0,0,0,1,0
284,61,3,36,0,1,0,40,0.5,0,1,0,1,0
285,44,3,19,0,0,1,69,0.5,0,0,0,1,0
286,40,3,13,0,1,0,69,2.333333333,0,0,0,0,0
287,51,3,25,0,1,0,45,0.6,131,0,0,1,0
288,37,3,12,0,1,0,62,0.7,0,0,1,0,0
289,44,2,19,0,0,1,172,4.3,391,1,0,1,1
290,42,3,15,0,1,0,24,1,0,0,1,1,0
291,51,1,25,1,0,0,80,4.9,0,0,0,0,0
292,43,3,16,0,1,0,8,0.666666667,88,0,0,1,0
293,30,4,5,1,0,0,38,0.8,129,0,1,1,0
294,45,4,19,0,0,1,93,2.6,0,0,0,0,0
295,35,1,9,1,0,0,55,2,0,0,0,1,0
296,60,2,34,0,0,1,64,1.7,0,0,1,0,0
297,34,1,9,1,0,0,122,0,0,0,0,1,0
298,55,3,25,0,0,1,70,1.4,0,0,0,1,0
299,43,2,19,1,0,0,81,3.2,0,0,0,0,0
300,41,1,15,0,0,1,159,5.5,0,0,0,1,1
301,34,4,9,1,0,0,70,1.3,0,1,0,0,0
302,65,2,39,1,0,0,150,6.9,196,0,0,0,0
303,45,2,21,1,0,0,152,7.5,0,0,0,1,0
304,49,4,25,1,0,0,195,3,617,0,0,0,1
305,48,1,23,1,0,0,22,0.1,0,0,0,0,0
306,60,1,35,1,0,0,22,1.3,123,0,0,1,0
307,55,3,29,1,0,0,79,0.8,0,0,1,1,0
308,42,1,18,0,0,1,33,1.4,0,0,0,1,0
309,32,2,8,1,0,0,128,4.333333333,0,0,1,1,0
310,62,1,38,1,0,0,91,3.8,0,1,0,1,0
311,57,4,32,1,0,0,39,0.9,0,0,1,1,0
312,52,1,26,1,0,0,121,7.3,167,0,0,1,0
313,36,1,6,0,0,1,21,0.666666667,0,1,0,1,0
314,34,3,9,1,0,0,41,2.3,0,0,1,0,0
315,63,2,37,0,0,1,45,0.7,0,0,0,1,0
316,24,3,-2,0,0,1,51,0.3,0,0,0,1,0
317,57,1,31,0,1,0,165,1.6,0,0,0,1,1
318,40,2,16,0,1,0,119,4.2,0,0,0,1,1
319,27,4,2,0,0,1,110,1.8,190,0,0,1,0
320,65,3,39,0,1,0,20,0.7,0,0,1,0,0
321,60,1,34,0,1,0,64,0.8,248,0,0,0,0
322,44,3,20,0,1,0,101,4.4,82,0,0,0,1
323,63,1,39,1,0,0,101,3.9,0,1,0,1,1
324,59,1,34,1,0,0,99,4.4,0,0,0,0,1
325,56,4,30,1,0,0,158,6.1,0,0,0,0,1
326,54,1,28,0,1,0,89,1.9,0,0,1,1,0
327,52,1,27,0,0,1,80,1.3,0,0,1,1,0
328,58,2,32,1,0,0,114,2,402,0,0,1,0
329,60,3,35,0,1,0,49,0.5,0,0,1,1,0
330,28,1,4,1,0,0,191,6.333333333,0,0,0,1,0
331,54,4,30,0,1,0,78,1,0,0,0,1,0
332,32,3,6,1,0,0,28,1,0,0,0,0,0
333,59,1,33,0,1,0,42,0.8,0,0,0,1,0
334,63,1,38,1,0,0,140,2.5,0,0,0,0,0
335,48,1,23,0,1,0,45,1.3,0,0,0,1,0
336,56,2,32,1,0,0,122,0.3,360,0,1,1,0
337,36,3,12,0,1,0,65,2.6,0,0,0,1,0
338,57,1,27,0,0,1,68,1.4,0,0,0,1,0
339,29,2,3,1,0,0,153,2,392,0,0,0,0
340,39,4,13,0,1,0,89,1.4,0,0,0,0,0
341,59,1,34,1,0,0,91,2.6,0,0,1,1,0
342,31,4,6,0,1,0,55,2,185,0,0,1,0
343,43,2,19,1,0,0,118,3.3,0,0,1,0,0
344,35,1,5,0,0,1,22,0.666666667,103,0,0,0,0
345,54,3,24,0,0,1,63,1.4,138,0,1,1,0
346,51,4,27,0,1,0,12,0.5,78,1,0,1,0
347,44,3,19,0,1,0,50,2.7,0,0,0,1,0
348,25,2,0,0,0,1,43,1.6,0,1,1,1,0
349,40,4,15,1,0,0,173,6.6,0,0,1,1,1
350,26,2,2,1,0,0,60,3,132,0,0,0,1
351,39,1,14,0,0,1,113,1,0,1,0,1,0
352,28,4,4,0,1,0,155,5.3,0,0,0,1,1
353,52,4,28,0,1,0,91,1,0,0,1,0,0
354,53,4,29,0,1,0,55,1.1,0,0,0,1,0
355,44,2,20,1,0,0,173,1.4,419,0,0,1,0
356,43,3,19,0,0,1,71,0.3,0,0,1,0,0
357,56,2,30,0,0,1,24,0.4,88,0,0,0,0
358,38,1,14,0,1,0,42,2,81,0,0,1,0
359,30,2,6,1,0,0,141,4.333333333,0,0,0,1,0
360,32,1,6,0,0,1,32,1.9,0,0,0,1,0
361,35,4,10,1,0,0,55,1.3,0,0,0,0,0
362,43,2,19,1,0,0,153,7.5,0,0,0,1,0
363,58,2,32,1,0,0,113,1.4,270,0,1,0,0
364,25,2,0,0,1,0,30,1.7,0,0,0,0,0
365,54,3,24,0,0,1,29,1,148,0,1,0,0
366,57,1,32,0,1,0,174,6.8,466,0,0,1,1
367,50,1,24,0,0,1,35,0.3,0,0,0,1,0
368,32,2,8,0,1,0,98,2,175,0,0,1,0
369,63,2,37,0,0,1,30,1,159,0,0,1,0
370,31,2,6,1,0,0,58,2.5,0,0,1,0,0
371,36,4,12,1,0,0,25,1,147,0,0,0,0
372,58,4,34,1,0,0,19,0.7,0,0,0,0,0
373,56,4,30,0,1,0,44,0.7,174,0,0,1,0
374,49,4,25,1,0,0,20,1,111,0,1,1,0
375,30,2,5,1,0,0,98,3.1,220,0,0,1,0
376,33,3,7,1,0,0,90,1.6,0,0,0,1,0
377,45,3,21,1,0,0,61,0.7,0,0,0,0,0
378,30,4,5,0,1,0,40,2,0,0,0,1,0
379,47,2,23,0,0,1,38,2.1,0,0,0,0,0
380,25,2,0,0,1,0,28,1.7,0,0,0,0,0
381,63,1,33,0,0,1,34,1.5,0,0,1,1,0
382,55,2,29,0,0,1,73,2.3,0,0,1,1,0
383,65,4,41,1,0,0,133,2,0,0,1,0,1
384,44,1,18,1,0,0,53,0.2,0,0,0,1,0
385,51,4,25,0,0,1,21,0.6,0,0,1,1,0
386,35,3,9,1,0,0,40,0.9,0,0,0,1,0
387,30,4,5,0,1,0,41,1.7,0,0,0,1,0
388,31,4,5,0,1,0,82,1.8,0,0,0,1,0
389,54,4,30,0,0,1,100,3.4,0,0,0,0,1
390,45,1,20,1,0,0,155,7,0,0,1,1,0
391,45,1,19,1,0,0,45,0.2,0,0,0,1,0
392,58,3,32,0,0,1,9,0.3,0,0,1,0,0
393,54,4,29,0,0,1,48,1.8,0,0,0,1,0
394,53,4,28,0,0,1,18,0.1,109,1,1,1,0
395,33,4,9,1,0,0,80,3.4,0,0,1,1,0
396,60,2,35,1,0,0,64,2.8,0,0,0,0,0
397,50,4,24,1,0,0,29,0.1,0,0,0,0,0
398,26,3,2,0,1,0,48,0.7,0,0,0,1,0
399,54,2,30,1,0,0,23,0.4,0,0,0,0,0
400,28,4,3,1,0,0,84,0.2,0,0,1,1,0
401,36,3,10,1,0,0,179,6.6,0,0,0,1,1
402,29,4,2,0,1,0,30,1.5,112,0,1,0,0
403,54,1,28,1,0,0,93,4.9,133,0,1,1,0
404,55,2,30,0,1,0,39,1.9,0,0,0,0,0
405,61,3,36,0,1,0,60,0.5,182,0,0,0,0
406,36,1,11,1,0,0,133,3.8,290,1,1,1,0
407,45,1,19,1,0,0,125,2.4,0,0,0,0,0
408,64,1,40,0,0,1,58,1.8,0,0,0,1,0
409,60,2,36,1,0,0,89,2.8,0,0,0,1,0
410,49,1,22,0,1,0,82,2.666666667,125,0,0,1,0
411,47,2,23,1,0,0,110,3.3,0,0,1,1,0
412,60,4,36,0,0,1,54,2.3,0,1,0,0,0
413,45,4,20,0,0,1,89,1.9,0,0,0,1,0
414,32,3,7,1,0,0,42,2.3,0,0,0,1,0
415,52,3,28,0,1,0,41,1.9,0,0,1,0,0
416,35,4,8,0,1,0,38,1,124,0,0,1,0
417,40,2,15,1,0,0,85,0.4,0,0,0,1,0
418,53,4,29,0,1,0,83,1,0,0,0,1,0
419,27,4,0,0,0,1,33,1,0,0,0,0,0
420,58,4,33,1,0,0,50,2.1,0,0,1,0,0
421,47,4,22,0,0,1,58,3.6,0,0,1,1,0
422,28,4,3,0,1,0,115,3.1,0,0,0,0,1
423,46,2,20,1,0,0,145,6.3,0,1,0,1,0
424,43,2,19,1,0,0,161,7.5,0,0,0,0,0
425,56,1,30,1,0,0,38,0.2,0,0,0,0,0
426,28,4,3,1,0,0,28,0.8,0,0,0,1,0
427,42,3,18,1,0,0,75,2.333333333,0,0,1,0,0
428,32,3,7,1,0,0,35,1.3,116,0,1,0,0
429,62,2,38,1,0,0,24,1,116,0,1,0,0
430,37,4,13,0,1,0,78,0.1,0,0,0,1,0
431,51,1,26,0,0,1,113,1.3,161,0,0,1,0
432,39,3,13,1,0,0,75,2.1,224,0,0,1,0
433,43,1,17,1,0,0,91,5.7,0,0,0,1,0
434,52,4,28,1,0,0,31,0.2,141,0,1,1,0
435,30,1,6,0,1,0,45,1.8,0,0,0,1,0
436,52,3,26,1,0,0,80,0.8,0,0,0,0,0
437,61,3,35,0,0,1,50,1.4,112,0,0,1,0
438,36,4,9,0,1,0,31,1,0,1,0,1,0
439,58,2,32,0,1,0,113,3.8,119,0,1,1,1
440,47,4,23,1,0,0,29,0.6,0,0,0,1,0
441,64,2,39,1,0,0,59,1.5,139,0,0,1,0
442,52,1,27,0,1,0,43,1.3,0,1,0,1,0
443,58,1,28,0,0,1,122,3,115,0,0,1,1
444,48,1,24,1,0,0,29,1,0,0,0,0,0
445,64,2,40,0,0,1,91,0,0,0,1,1,0
446,58,3,32,0,0,1,65,2.2,0,0,0,1,0
447,47,1,23,1,0,0,22,1,0,0,1,0,0
448,49,1,23,0,0,1,71,1.4,0,0,0,0,0
449,31,4,4,0,1,0,60,2,0,0,1,1,0
450,61,3,37,0,0,1,60,2,0,0,0,1,0
451,51,1,25,1,0,0,69,0.3,0,0,1,1,0
452,28,2,-2,0,0,1,48,1.75,89,0,0,1,0
453,39,3,13,0,1,0,21,0.2,0,0,0,0,0
454,54,4,28,0,1,0,53,2.8,0,1,0,0,0
455,50,3,24,0,0,1,29,0.9,0,0,0,0,0
456,30,4,4,0,1,0,60,2.2,0,0,0,1,0
457,64,3,39,0,1,0,42,0.5,116,0,0,1,0
458,29,3,3,0,0,1,69,0.3,0,0,0,0,0
459,48,1,24,1,0,0,20,1,0,0,1,1,0
460,35,2,10,1,0,0,200,3,458,0,0,0,0
461,60,2,36,1,0,0,141,2.1,0,0,1,1,0
462,55,2,30,1,0,0,81,3.7,0,1,0,0,0
463,29,3,4,0,0,1,183,8.3,0,0,0,1,1
464,48,2,22,0,1,0,149,5.5,0,1,0,1,1
465,43,4,19,0,0,1,83,3.6,0,0,1,0,1
466,66,1,42,0,1,0,35,1.9,172,0,0,1,0
